,exp,line,powerlaw,cadence,gal mag,gal rad,peak mag
135,0.07330809761130105,0.05080107930060143,0.018271410033864934,26.0,16.0,0.5,16.0
136,0.06994177587766696,0.04599217364938214,0.019663807660399744,26.0,16.0,0.5,16.0
137,0.06757176699344679,0.046043778687347575,0.0191898138942481,26.0,16.0,0.5,16.0
138,0.13140874607942452,0.09539739079260628,0.021545737654240112,26.0,16.0,0.5,16.0
139,0.07632684761458275,0.0543373851263353,0.011092205375611489,26.0,16.0,0.5,16.0
140,0.1231077489736468,0.08971205458283397,0.02067027814690063,26.0,16.0,0.5,16.0
141,0.11848491118861791,0.08552944762286155,0.012058858954471428,15.0,16.0,0.5,16.0
142,0.11278154304722704,0.08057272091990127,0.015525869435156206,15.0,16.0,0.5,16.0
143,0.10219081202241022,0.07252994192848063,0.015673965091375804,15.0,16.0,0.5,16.0
144,0.11407502969257077,0.0856317895549665,0.015278425325400632,15.0,16.0,0.5,16.0
145,0.09904480655025803,0.07370607904891503,0.01480219365161661,15.0,16.0,0.5,16.0
146,0.0979248120694183,0.07004749987883559,0.018108390112332052,15.0,16.0,0.5,16.0
147,0.09972483205057094,0.0705417576569309,0.013822356526711863,15.0,16.0,0.5,16.0
148,0.15953163607805196,0.12160980624469686,0.013549120502761733,15.0,16.0,0.5,16.0
149,0.1537534102990852,0.1191404015677243,0.02053018699529738,15.0,16.0,0.5,16.0
150,0.15746506644781086,0.12169637045130353,0.014784977710444534,15.0,16.0,0.5,16.0
151,0.13558544968730882,0.1043222887197327,0.017665118645371052,15.0,16.0,0.5,16.0
152,0.13103080815468648,0.10043612619292497,0.024686696528574834,15.0,16.0,0.5,16.0
153,0.12627329993216363,0.09398745449749316,0.015422622604627494,15.0,16.0,0.5,16.0
154,0.12580895617557683,0.09394712125260447,0.017670773353024364,15.0,16.0,0.5,16.0
155,0.11845899365637146,0.08803044645845148,0.019794126330961177,15.0,16.0,0.5,16.0
156,0.018264571100143744,0.019033299058891538,0.023341501777917127,37.0,16.0,0.5,18.0
157,0.01993369542038777,0.01926543989417258,0.016433993175665053,37.0,16.0,0.5,18.0
158,0.027897917017584234,0.02798007364548715,0.02276223575343183,37.0,16.0,0.5,18.0
159,0.01790088118331247,0.016602183033441242,0.014341541615874089,37.0,16.0,0.5,18.0
160,0.02311608267837109,0.02220080029235975,0.0196225254798822,37.0,16.0,0.5,18.0
161,0.02143713712559662,0.0199894757533221,0.016597301414156707,37.0,16.0,0.5,18.0
162,0.01919929867663677,0.0180600703739224,0.016738829220461767,37.0,16.0,0.5,18.0
163,0.022748855893644306,0.022141353906773832,0.020186246355358626,37.0,16.0,0.5,18.0
164,0.020385542334817982,0.017125815191909276,0.015981408431981863,37.0,16.0,0.5,18.0
165,0.013606113004922564,0.007587237172173519,0.00973771479427922,37.0,16.0,0.5,18.0
166,0.0186108307166586,0.017383517094816777,0.01690315959702891,37.0,16.0,0.5,18.0
167,0.025339961817130947,0.025225535831710832,0.022854035466971945,37.0,16.0,0.5,18.0
168,0.017402424750982647,0.014343421920306451,0.014293240666826327,37.0,16.0,0.5,18.0
169,0.021683720893129362,0.02152404014572435,0.0214269769978618,37.0,16.0,0.5,18.0
170,0.01949479575619813,0.018904461100991622,0.018634345309567507,37.0,16.0,0.5,18.0
171,0.018165575766332775,0.01733686577747019,0.016811767700692964,37.0,16.0,0.5,18.0
172,0.016921856071451732,0.017085908826147828,0.022665750238737962,37.0,16.0,0.5,18.0
173,0.026611402547307535,0.02654900454711143,0.024998108096587077,37.0,16.0,0.5,18.0
174,0.02370759383787948,0.021582757922209025,0.015405397695493674,37.0,16.0,0.5,18.0
175,0.026126400869747213,0.02555945332258783,0.023280100714888268,37.0,16.0,0.5,18.0
176,0.016333683177595534,0.015939737901781582,0.01301258096250637,37.0,16.0,0.5,18.0
177,0.02707217253271076,0.025760863066771614,0.019143569748734542,37.0,16.0,0.5,18.0
178,0.02844138613123728,0.02500556547100789,0.023472442906909193,37.0,16.0,0.5,18.0
179,0.017747827820090052,0.015713412473660086,0.01213478268227903,37.0,16.0,0.5,18.0
180,0.02658563906750073,0.024117996791637352,0.019459020226532068,37.0,16.0,0.5,18.0
181,0.020746051808411655,0.018085921629960783,0.01696813047349742,37.0,16.0,0.5,18.0
182,0.018255477559330744,0.012966981653582893,0.010739252670278598,37.0,16.0,0.5,18.0
183,0.018404392844386643,0.016448886099074016,0.01590912049403073,37.0,16.0,0.5,18.0
184,0.02180301894134478,0.024455348853860824,0.024440373881744422,37.0,16.0,0.5,18.0
185,0.01876094509354248,0.015920604079020084,0.013269154450224674,37.0,16.0,0.5,18.0
186,0.02965120147400175,0.028971433786843328,0.025373291684536607,37.0,16.0,0.5,18.0
187,0.01646003581504582,0.018103237979652173,0.01801036178614028,37.0,16.0,0.5,18.0
188,0.01840435874362077,0.016162847223599494,0.014281445592825551,37.0,16.0,0.5,18.0
189,0.023020901240518574,0.022012431548513997,0.021516401955020904,37.0,16.0,0.5,18.0
190,0.020171448911195287,0.019522162154356572,0.016732619915350255,37.0,16.0,0.5,18.0
191,0.017017629662675504,0.016261961137248992,0.013955222572842511,37.0,16.0,0.5,18.0
192,0.029532848245126708,0.02826580041488338,0.0236898581647224,37.0,16.0,0.5,18.0
193,0.024665541274506552,0.020463570208450806,0.014156177977290331,26.0,16.0,0.5,18.0
194,0.02490588498203233,0.022679606673966467,0.020543980315325207,26.0,16.0,0.5,18.0
195,0.02913281152700732,0.02504253169140043,0.01703659426452445,26.0,16.0,0.5,18.0
196,0.02130414737802941,0.019039506580777913,0.01737198859530393,26.0,16.0,0.5,18.0
197,0.025468215712901938,0.02153681106740102,0.017952628347781656,26.0,16.0,0.5,18.0
198,0.024828896077328844,0.021138001857212162,0.016959040399998515,26.0,16.0,0.5,18.0
199,0.024465928536843016,0.02248372799499895,0.021639430566550967,26.0,16.0,0.5,18.0
200,0.02146639193752904,0.021050776043370804,0.01957908884648439,26.0,16.0,0.5,18.0
201,0.018801330846214305,0.017805113782494438,0.016988757576625598,26.0,16.0,0.5,18.0
202,0.024651664457256743,0.02427108187051931,0.023074796470178842,26.0,16.0,0.5,18.0
203,0.020583371718966775,0.01814144480419321,0.017410748635148927,26.0,16.0,0.5,18.0
204,0.022737301660874558,0.021951048892810857,0.020186251868269334,26.0,16.0,0.5,18.0
205,0.02098676447752213,0.019663566439197894,0.018796619594106768,26.0,16.0,0.5,18.0
206,0.017121163300662243,0.016321599123788093,0.016078065998170736,26.0,16.0,0.5,18.0
207,0.02684329112881948,0.021885837933491917,0.017683479509933545,26.0,16.0,0.5,18.0
208,0.02159271266247971,0.021224661803853333,0.0202957388347338,26.0,16.0,0.5,18.0
209,0.019004841029486547,0.018424858788662794,0.01814505424080063,26.0,16.0,0.5,18.0
210,0.025342533808806387,0.02312218168187388,0.02073084328758404,26.0,16.0,0.5,18.0
211,0.024980050984650174,0.024723475399746068,0.021364579729449207,26.0,16.0,0.5,18.0
212,0.02263713167349895,0.02262947029741233,0.022423552551692906,26.0,16.0,0.5,18.0
213,0.01377445879008486,0.013833527219814196,0.013831702782103822,26.0,16.0,0.5,18.0
214,0.019840928756283644,0.019483743396364123,0.01781133538585682,26.0,16.0,0.5,18.0
215,0.016223098567803556,0.014941839704029099,0.014847299445405264,26.0,16.0,0.5,18.0
216,0.024900712729814135,0.021182368972130088,0.01723837378360353,26.0,16.0,0.5,18.0
217,0.027393705586028407,0.02321275437133074,0.0188336682337281,26.0,16.0,0.5,18.0
218,0.027742084137183577,0.023434084014898347,0.020231578235723885,26.0,16.0,0.5,18.0
219,0.02017625041363735,0.01612720486808359,0.011057050211206718,15.0,16.0,0.5,18.0
220,0.021270469723905613,0.018679906395119458,0.015704303587867004,15.0,16.0,0.5,18.0
221,0.018850528245980977,0.017048779022817227,0.01528982700481681,15.0,16.0,0.5,18.0
222,0.014098549141458697,0.013809189589300466,0.012868036416015709,15.0,16.0,0.5,18.0
223,0.02222969315810725,0.017854780595340083,0.01523728826721169,15.0,16.0,0.5,18.0
224,0.02437699703744381,0.021563885472307084,0.01875699344062467,15.0,16.0,0.5,18.0
225,0.027854275569157275,0.023901366169047207,0.0153893040325822,15.0,16.0,0.5,18.0
226,0.027523915663148293,0.023939876414690087,0.01438057529186883,15.0,16.0,0.5,18.0
227,0.03073675455869749,0.026132779955468425,0.019511827391251565,15.0,16.0,0.5,18.0
228,0.027299223170997814,0.023847887310428834,0.01844679251682011,15.0,16.0,0.5,18.0
229,0.024812850588838257,0.02132913881857336,0.01777827923542171,15.0,16.0,0.5,18.0
230,0.021333206948686415,0.019269880218969956,0.018000691388856595,15.0,16.0,0.5,18.0
231,0.018417453617680712,0.015406036560599115,0.010888045608767247,15.0,16.0,0.5,18.0
232,0.021710336212045423,0.017057112185151692,0.013661975078121441,15.0,16.0,0.5,18.0
233,0.020728354360824115,0.019545579089877276,0.0179903374025761,15.0,16.0,0.5,18.0
234,1.5354275675907059,0.9203650829899588,0.05659377005508738,37.0,16.0,2.0,14.0
235,1.4849129964296501,0.9130667585526293,0.024373941277509636,37.0,16.0,2.0,14.0
236,1.489259671932183,0.9081269488864488,0.0536574244914397,37.0,16.0,2.0,14.0
237,1.4539204308329996,0.8426076819641198,0.04587084072305818,37.0,16.0,2.0,14.0
238,1.3836851928458578,0.8332048613370603,0.01768878175197615,37.0,16.0,2.0,14.0
239,1.370409260510996,0.8321537422688718,0.036006446495757315,37.0,16.0,2.0,14.0
240,1.3891808182550784,0.8211993963512282,0.043340671469156725,37.0,16.0,2.0,14.0
241,1.3926290202251095,0.838193495845024,0.018828328293567093,37.0,16.0,2.0,14.0
242,1.37702167052011,0.8285974699062071,0.04561927726845726,37.0,16.0,2.0,14.0
243,1.2568671622942111,0.7565927394601737,0.030396278952169363,37.0,16.0,2.0,14.0
244,1.24079869309968,0.7409056977384987,0.04108816867202755,37.0,16.0,2.0,14.0
245,2.97526658793059,2.0883978922979165,0.050292018336288366,37.0,16.0,2.0,14.0
246,2.9538136186876205,2.090118605856438,0.03151337761548932,37.0,16.0,2.0,14.0
247,2.818576278199387,1.9572370910096317,0.028060031321232946,37.0,16.0,2.0,14.0
248,2.822433124417719,1.9248403083398973,0.058360077638135534,37.0,16.0,2.0,14.0
249,2.9795114464751298,2.009600967732101,0.04177139165936349,37.0,16.0,2.0,14.0
250,2.6519927820379934,1.809336428529623,0.05881842690210552,37.0,16.0,2.0,14.0
251,2.841264276486937,1.813679885065453,0.06897077405170517,37.0,16.0,2.0,14.0
252,2.5749631949875273,1.7707951426783939,0.031560987519660993,37.0,16.0,2.0,14.0
253,2.64860083499402,1.627718381973398,0.03569890026064198,37.0,16.0,2.0,14.0
254,2.256154908474496,1.5116891505935501,0.038931654433009937,37.0,16.0,2.0,14.0
255,2.3321203041238787,1.5811832863952153,0.017536368626127643,37.0,16.0,2.0,14.0
256,2.173339383095483,1.4572434977554973,0.024445108156569643,37.0,16.0,2.0,14.0
257,2.1531751009716813,1.392042198989508,0.027596723466761324,37.0,16.0,2.0,14.0
258,2.212104009199131,1.4662593994269026,0.04018627062896229,37.0,16.0,2.0,14.0
259,2.0033864392271905,1.329060979527956,0.028180194081630295,37.0,16.0,2.0,14.0
260,1.9924786037403481,1.3086780263934301,0.03063978317024554,37.0,16.0,2.0,14.0
261,1.952234399270998,1.2812410955391216,0.029019230308382417,37.0,16.0,2.0,14.0
262,2.117815113127842,1.304554278857862,0.044499984860380266,37.0,16.0,2.0,14.0
263,1.8611255178891164,1.2178704634824964,0.03619847644761171,37.0,16.0,2.0,14.0
264,1.874315145401173,1.237163287255674,0.06406730719380661,37.0,16.0,2.0,14.0
265,1.766217020992652,1.1242762613708142,0.0437017282827012,37.0,16.0,2.0,14.0
266,1.7382669628835772,1.133298961598632,0.03724289506537466,37.0,16.0,2.0,14.0
267,1.7342138388277843,1.1153630086468498,0.06055945625525333,37.0,16.0,2.0,14.0
268,1.7121725231980458,1.0328405135336796,0.04513595685187918,37.0,16.0,2.0,14.0
269,1.6740719879592156,1.0182249928005656,0.054171870018801825,37.0,16.0,2.0,14.0
270,1.6134921008801488,1.0203692268723823,0.03349078454098206,37.0,16.0,2.0,14.0
271,3.6062562995476397,2.5594768606015585,0.05895207625266049,26.0,16.0,2.0,14.0
272,3.3321267821858163,2.3523913755391974,0.03759586667701627,26.0,16.0,2.0,14.0
273,3.264130592976146,2.368263651485619,0.05699359588032279,26.0,16.0,2.0,14.0
274,3.0444147339411107,2.1318122822939554,0.046412592588407624,26.0,16.0,2.0,14.0
275,2.8958358222008123,2.070745177792151,0.03169212348949862,26.0,16.0,2.0,14.0
276,2.989121021509024,2.0878545158145503,0.031729617285400046,26.0,16.0,2.0,14.0
277,2.85615638295891,2.015365149023571,0.051556397143066424,26.0,16.0,2.0,14.0
